DATE,TIME,TEMPERATURE,DEWPOT,HUMIDITY,WIND,WIND_SPEED,WIND_GUST,PRESSURE,PRECIPITATION,CONDITION,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
7/2/2007,12:00 PM,64,52,64,WSW,13,0,29.46,0,1,0.334,0.27,239.6,1.8,0,1,0
7/2/2007,12:30 PM,66,54,64,SW,15,0,29.46,0,1,0.186,0.076,239.7,0.8,0,2,0
7/2/2007,1:00 PM,68,52,56,SW,16,0,29.46,0,1,0.184,0.078,240.09,0.8,0,1,0
7/2/2007,1:30 PM,70,50,49,W,14,0,29.46,0,1,0.362,0.316,240.52,2,0,1,0
7/2/2007,2:00 PM,70,48,46,WSW,14,0,29.46,0,1,0.114,0,240.27,0.6,0,0,0
7/2/2007,2:30 PM,72,50,46,WSW,18,0,29.46,0,1,0.212,0.094,240.58,1,0,0,0
7/2/2007,3:00 PM,73,50,44,W,17,0,29.46,0,1,0.114,0,240.22,0.6,0,0,0
7/2/2007,3:30 PM,73,48,41,W,20,0,29.46,0,1,0.154,0,240.81,0.8,0,0,0
7/2/2007,4:00 PM,72,46,41,WSW,17,0,29.46,0,0,0.376,0.318,240.96,2,0,1,0
7/2/2007,4:30 PM,73,46,38,WSW,21,0,29.46,0,0,0.186,0.078,240.01,0.8,0,1,0
7/2/2007,5:00 PM,72,48,43,WSW,18,30,29.46,0,0,1.356,0.206,241.47,5.6,0,1,18
7/2/2007,5:30 PM,70,48,46,SW,18,0,29.46,0,0,0.26,0.192,242.78,1.2,0,1,0
7/2/2007,6:00 PM,70,48,46,WSW,20,0,29.46,0,0,0.212,0.098,242.57,1,0,0,0
7/2/2007,6:30 PM,70,48,46,SW,16,0,29.46,0,1,0.186,0.062,240.76,0.8,0,0,0
7/2/2007,7:00 PM,68,48,49,WSW,18,0,29.46,0,1,0.114,0,241.07,0.6,0,0,0
7/2/2007,7:30 PM,68,50,52,WSW,15,0,29.46,0,1,0.47,0.17,239.61,2,0,1,0
7/2/2007,8:00 PM,61,55,82,WSW,14,0,29.49,0,1,0.418,0.082,242.65,1.8,0,1,0
7/2/2007,8:30 PM,63,54,72,SW,9,0,29.49,0,1,5.234,0.372,236.68,22,0,73,0
7/2/2007,9:00 PM,63,54,72,WSW,7,0,29.49,0,1,1.578,0.24,238.31,7,0,20,0
7/2/2007,9:30 PM,61,55,82,WSW,9,0,29.49,0,1,4.32,0.154,237.16,18.4,1,30,0
7/2/2007,10:00 PM,61,55,82,SW,9,0,29.49,0,1,4.65,0.236,237.56,19.6,1,37,17
7/2/2007,10:30 PM,61,54,77,SW,8,0,29.49,0,0,3.436,0.154,241.02,14.4,1,30,18
7/2/2007,11:00 PM,61,54,77,SW,7,0,29.49,0,0,2.478,0.334,240.61,10.4,1,17,18
7/2/2007,11:30 PM,61,52,72,SW,13,0,29.49,0,0,0.316,0.202,244.93,1.6,0,1,0
7/3/2007,12:00 AM,61,52,72,SSW,9,0,29.49,0,0,0.29,0.096,240.81,1.4,0,0,0
7/3/2007,12:30 AM,61,52,72,SSW,12,0,29.49,0,0,0.634,0.046,242.32,2.8,0,0,0
7/3/2007,1:00 AM,61,50,68,SW,12,0,29.49,0,0,0.266,0.06,239.83,1.2,0,1,0
7/3/2007,1:30 AM,61,50,68,SW,12,0,29.49,0,0,0.522,0.088,240.61,2.6,0,0,0
7/3/2007,2:00 AM,61,50,68,SW,12,0,29.49,0,0,0.274,0.08,239.37,1.2,0,2,0
7/3/2007,2:30 AM,59,50,72,SSW,10,0,29.49,0,0,0.394,0.254,239.78,2,0,1,0
7/3/2007,3:00 AM,59,50,72,SW,12,0,29.46,0,1,0.264,0.08,239.58,1.2,0,1,0
7/3/2007,3:30 AM,59,52,77,SW,10,0,29.46,0,0,0.322,0.196,241.42,1.6,0,1,0
7/3/2007,4:00 AM,57,52,82,SSW,9,0,29.46,0,0,0.194,0,240.31,1,0,1,0
7/3/2007,4:30 AM,57,52,82,SSW,10,0,29.46,0,0,0.176,0,241.88,0.8,0,0,0
7/3/2007,5:00 AM,57,52,82,SSW,9,0,29.43,0,1,0.372,0.192,239.98,1.8,0,1,0
7/3/2007,5:30 AM,57,52,82,SSW,9,0,29.43,0,1,0.174,0,240.43,0.8,0,0,0
7/3/2007,6:00 AM,57,52,82,SSW,10,0,29.43,0,1,0.378,0.224,242.48,1.8,0,2,0
7/3/2007,6:30 AM,55,54,94,SSW,7,0,29.4,0,1,0.248,0.082,242.15,1.2,0,1,0
7/3/2007,7:00 AM,55,54,94,S,7,0,29.4,0,1,0.248,0.086,243.74,1.2,0,1,0
7/3/2007,7:30 AM,55,54,94,S,8,0,29.4,0,1,2.03,0.252,240.86,8.4,0,1,18
7/3/2007,8:00 AM,55,54,94,S,9,0,29.4,0,1,1.41,0,240.83,5.8,0,0,18
7/3/2007,8:30 AM,55,54,94,SSW,10,0,29.37,0,1,1.332,0.078,240.73,5.4,0,0,18
7/3/2007,9:00 AM,57,55,94,S,8,0,29.37,0,1,1.284,0,238.21,5.4,0,0,18
7/3/2007,9:30 AM,57,55,94,S,10,0,29.34,0,1,1.204,0.06,236.88,5,0,0,17
7/3/2007,10:00 AM,57,55,94,S,12,0,29.34,0,1,0.358,0.204,239.05,1.8,0,1,0
7/3/2007,10:30 AM,57,55,94,SSE,7,0,29.31,0,1,0.316,0.172,238.74,1.6,0,1,0
7/3/2007,11:00 AM,57,55,94,VAR,2,0,29.31,0,1,0.334,0.196,237.52,1.6,0,1,0
7/3/2007,11:30 AM,59,57,94,ESE,6,0,29.28,0,1,0.236,0.068,237.6,1,0,1,0
7/3/2007,12:00 PM,59,57,94,SE,5,0,29.28,0,1,0.264,0.082,238.7,1.2,0,0,0
7/3/2007,12:30 PM,61,59,94,SSW,9,0,29.25,0,1,0.168,0,239.71,0.8,0,0,0
7/3/2007,1:00 PM,63,61,94,SSW,13,0,29.25,0,1,0.24,0.06,240.51,1,0,0,0
7/3/2007,1:30 PM,63,61,94,SSW,14,26,29.25,0,1,0.278,0.092,240.78,1.2,0,0,0
7/3/2007,2:00 PM,63,61,94,SW,12,0,29.25,0,1,0.252,0.074,238.88,1.2,0,1,0
7/3/2007,2:30 PM,63,59,88,SW,8,0,29.25,0,1,0.414,0.304,238.87,2.2,0,1,0
7/3/2007,3:00 PM,66,61,83,WSW,13,0,29.22,0,1,0.238,0.074,239.12,1.2,0,1,0
7/3/2007,3:30 PM,68,61,78,SW,14,0,29.22,0,1,0.4,0.312,240.31,2,0,1,0
7/3/2007,4:00 PM,64,59,83,SW,12,0,29.25,0,1,0.168,0,239.73,0.8,0,0,0
7/3/2007,4:30 PM,66,61,83,WSW,13,0,29.25,0,1,0.17,0,240.98,0.8,0,0,0
7/3/2007,5:00 PM,63,57,82,SW,10,0,29.25,0,1,0.356,0.202,242.64,1.6,0,0,0
7/3/2007,5:30 PM,64,61,88,S,6,0,29.25,0,1,0.17,0,242.16,0.8,0,0,0
7/3/2007,6:00 PM,64,61,88,SW,8,0,29.25,0,1,0.354,0.218,242.13,1.8,0,1,0
7/3/2007,6:30 PM,63,59,88,SSW,8,0,29.25,0,1,1.352,0.068,240.92,5.6,0,1,18
7/3/2007,7:00 PM,63,59,88,SSW,9,0,29.28,0,1,1.394,0.198,240.18,5.8,0,1,18
7/3/2007,7:30 PM,64,59,83,SW,7,0,29.28,0,1,0.676,0.454,242.42,3.4,0,1,0
7/3/2007,8:00 PM,66,54,64,WNW,9,0,29.28,0,1,0.452,0.082,239.7,1.8,0,0,0
7/3/2007,8:30 PM,64,52,64,W,13,0,29.31,0,1,0.834,0.34,242.45,3.8,0,0,0
7/3/2007,9:00 PM,64,52,64,W,7,0,29.31,0,1,3.146,0,239.76,13.2,0,36,0
7/3/2007,9:30 PM,63,54,72,W,7,0,29.34,0,1,1.168,0.146,241.99,4.8,0,4,0
7/3/2007,10:00 PM,63,52,68,WSW,8,0,29.34,0,1,0.954,0.282,238.65,4.2,0,1,0
7/3/2007,10:30 PM,61,50,68,W,12,0,29.34,0,1,3.686,0.188,238,15.4,0,19,17
7/3/2007,11:00 PM,59,50,72,WSW,9,0,29.34,0,1,3.274,0.278,238.66,14.2,2,26,17
7/3/2007,11:30 PM,59,48,67,WSW,8,0,29.37,0,0,0.434,0.126,244.84,1.8,1,1,0
7/4/2007,12:00 AM,59,48,67,W,15,0,29.37,0,0,0.472,0.3,244.26,2.2,1,1,0
7/4/2007,12:30 AM,57,48,72,WSW,9,0,29.4,0,0,2.476,0.06,240.01,10.2,39,0,0
7/4/2007,1:00 AM,57,48,72,WSW,12,0,29.4,0,0,0.196,0,239.85,1,0,0,0
7/4/2007,1:30 AM,57,48,72,WSW,12,0,29.4,0,0,0.292,0.098,240.25,1.4,0,0,0
7/4/2007,2:00 AM,57,48,72,WSW,12,0,29.4,0,0,0.18,0,241.07,0.8,0,0,0
7/4/2007,2:30 AM,55,48,77,WSW,12,0,29.4,0,0,0.41,0.312,242.24,2,0,2,0
7/4/2007,3:00 AM,55,48,77,SW,10,0,29.4,0,0,0.254,0.08,241.59,1.2,0,1,0
7/4/2007,3:30 AM,55,50,82,SW,10,0,29.4,0,1,0.24,0.078,241.92,1,0,2,0
7/4/2007,4:00 AM,54,50,88,SW,12,0,29.43,0,1,0.246,0.076,241.57,1.2,0,1,0
7/4/2007,4:30 AM,54,50,88,SW,12,0,29.43,0,1,0.174,0,241.52,0.8,0,0,0
7/4/2007,5:00 AM,54,50,88,SW,10,0,29.43,0,1,0.278,0.088,241.27,1.2,0,0,0
7/4/2007,5:30 AM,54,50,88,SW,9,0,29.43,0,1,0.226,0,241.16,1,0,0,0
7/4/2007,6:00 AM,54,50,88,SW,10,0,29.43,0,1,0.266,0.088,242,1.2,0,0,0
7/4/2007,6:30 AM,54,50,88,WSW,12,0,29.46,0,1,0.25,0.08,243.63,1,0,2,0
7/4/2007,7:00 AM,55,50,82,WSW,14,0,29.46,0,1,4.486,0.324,236.56,19,0,37,17
7/4/2007,7:30 AM,55,50,82,WSW,16,0,29.46,0,1,2.064,0.118,238.41,8.8,0,11,18
7/4/2007,8:00 AM,55,50,82,WSW,16,0,29.46,0,1,1.246,0.074,236.76,5.2,0,1,17
7/4/2007,8:30 AM,57,52,82,WSW,14,0,29.49,0,1,1.404,0.238,239.62,5.8,0,1,18
7/4/2007,9:00 AM,59,52,77,WSW,16,0,29.49,0,1,1.274,0.064,239.76,5.2,0,0,18
7/4/2007,9:30 AM,59,50,72,WSW,18,0,29.49,0,1,1.304,0.094,239.52,5.4,0,0,17
7/4/2007,10:00 AM,63,50,63,WSW,17,0,29.49,0,1,1.18,0,236.75,5,0,0,17
7/4/2007,10:30 AM,61,50,68,WSW,17,0,29.49,0,1,0.308,0.192,236.43,1.4,0,0,0
7/4/2007,11:00 AM,63,50,63,WSW,18,0,29.49,0,1,0.222,0.092,238.82,1,0,1,0
7/4/2007,11:30 AM,63,52,68,WSW,18,35,29.49,0,1,0.22,0.098,240.49,1,0,1,0
7/4/2007,12:00 PM,61,52,72,W,13,25,29.52,0,1,0.396,0.318,237.85,2,0,1,0
7/4/2007,12:30 PM,63,52,68,WSW,17,0,29.52,0,0,0.146,0,237.05,0.6,0,0,0
7/4/2007,1:00 PM,63,50,63,W,16,0,29.52,0,1,0.252,0.112,241,1.2,0,0,0
7/4/2007,1:30 PM,66,48,52,W,23,39,29.52,0,1,0.226,0.078,239.84,1,0,0,0
7/4/2007,2:00 PM,63,52,68,W,21,0,29.52,0,0,0.244,0.108,239.62,1,0,0,0
7/4/2007,2:30 PM,66,50,56,W,22,35,29.52,0,1,0.152,0,242.57,0.6,0,0,0
7/4/2007,3:00 PM,66,50,56,W,22,35,29.52,0,1,0.302,0.21,242.64,1.4,0,2,0
7/4/2007,3:30 PM,64,50,59,W,16,0,29.55,0,1,0.242,0.11,240.45,1.2,0,2,0
7/4/2007,4:00 PM,59,54,82,W,12,0,29.57,0,1,0.22,0.106,242.41,1,0,1,0
7/4/2007,4:30 PM,64,55,73,W,14,0,29.57,0,1,0.254,0.114,241.66,1.2,0,0,0
7/4/2007,5:00 PM,61,55,82,WNW,12,0,29.57,0,1,0.152,0,243.08,0.6,0,0,0
7/4/2007,5:30 PM,64,52,64,WNW,16,0,29.57,0,1,0.32,0.226,243.23,1.6,0,0,0
7/4/2007,6:00 PM,64,54,68,W,16,0,29.57,0,1,0.152,0,243.9,0.6,0,0,0
7/4/2007,6:30 PM,63,52,68,WNW,15,0,29.57,0,1,0.24,0.112,243.82,1,0,2,0
7/4/2007,7:00 PM,64,52,64,W,14,0,29.57,0,1,1.592,0.486,242.7,6.8,1,2,19
7/4/2007,7:30 PM,64,52,64,W,9,0,29.57,0,1,2.404,0.464,241.21,11.2,13,1,18
7/4/2007,8:00 PM,59,54,82,W,14,25,29.57,0,1,1.51,0.468,240.87,6.4,1,1,17
7/4/2007,8:30 PM,61,54,77,W,10,0,29.6,0,1,0.404,0.404,238.87,2.4,0,1,0
7/4/2007,9:00 PM,59,50,72,W,8,0,29.6,0,1,0.404,0.41,239.66,2.4,0,1,0
7/4/2007,9:30 PM,57,50,77,W,9,0,29.6,0,1,0.402,0.41,239.72,2.4,1,1,0
7/4/2007,10:00 PM,57,50,77,W,9,0,29.63,0,1,0.402,0.42,240.99,2.4,0,1,0
7/4/2007,10:30 PM,59,50,72,W,10,0,29.63,0,1,0.398,0.412,239.91,2.4,0,1,0
7/4/2007,11:00 PM,59,50,72,W,13,0,29.63,0,1,0.34,0.33,242.49,2,0,2,0
7/4/2007,11:30 PM,57,48,72,WSW,13,0,29.66,0,0,1.464,0.37,241.56,6.2,0,2,18
7/5/2007,12:00 AM,57,48,72,WSW,13,0,29.66,0,0,0.394,0.38,241.94,2.2,0,1,0
7/5/2007,12:30 AM,57,48,72,WSW,12,0,29.66,0,0,0.378,0.37,240.45,2.2,0,1,0
7/5/2007,1:00 AM,57,48,72,WSW,14,0,29.66,0,0,0.32,0.258,238.85,1.6,0,1,0
7/5/2007,1:30 AM,57,48,72,WSW,14,0,29.66,0,0,0.376,0.372,240.56,2.2,0,1,0
7/5/2007,2:00 AM,57,48,72,WSW,14,0,29.66,0,0,0.314,0.268,240.54,1.6,0,2,0
7/5/2007,2:30 AM,55,48,77,SW,12,0,29.63,0,0,0.222,0.122,241.35,1,0,0,0
7/5/2007,3:00 AM,55,48,77,SW,13,0,29.63,0,0,0.244,0.15,241.04,1.2,0,0,0
7/5/2007,3:30 AM,55,48,77,WSW,12,0,29.66,0,1,0.252,0.156,242.25,1.2,0,0,0
7/5/2007,4:00 AM,57,50,77,SW,12,0,29.66,0,1,0.222,0.122,241.15,1,0,0,0
7/5/2007,4:30 AM,57,50,77,SW,13,0,29.63,0,1,0.248,0.156,242.09,1.2,0,0,0
7/5/2007,5:00 AM,57,50,77,WSW,14,0,29.63,0,1,0.248,0.146,240.4,1.2,0,0,0
7/5/2007,5:30 AM,57,50,77,WSW,17,0,29.63,0,1,0.226,0.118,240.73,1,0,0,0
7/5/2007,6:00 AM,57,50,77,WSW,15,0,29.63,0,1,0.154,0,240.97,0.6,0,0,0
7/5/2007,6:30 AM,57,52,82,WSW,14,0,29.66,0,1,0.246,0.152,241.16,1.2,0,0,0
7/5/2007,7:00 AM,55,52,88,WSW,15,0,29.66,0,1,0.352,0.28,242.8,1.8,0,1,0
7/5/2007,7:30 AM,57,52,82,SW,15,0,29.66,0,1,0.29,0.14,241.91,1.4,0,2,0
7/5/2007,8:00 AM,57,52,82,WSW,14,0,29.69,0,1,1.688,0.412,239.3,7.2,0,2,18
7/5/2007,8:30 AM,57,54,88,WSW,16,0,29.69,0,1,1.358,0.216,240.04,5.6,0,1,18
7/5/2007,9:00 AM,59,54,82,WSW,16,0,29.69,0,1,1.3,0.176,237.53,5.4,0,2,17
7/5/2007,9:30 AM,59,54,82,WSW,18,0,29.69,0,1,1.27,0.12,238.2,5.2,0,1,18
7/5/2007,10:00 AM,63,54,72,W,17,0,29.69,0,1,1.32,0.2,236.7,5.6,0,1,17
7/5/2007,10:30 AM,63,52,68,W,15,0,29.69,0,1,0.266,0.194,239.36,1.4,0,1,0
7/5/2007,11:00 AM,66,52,60,W,18,0,29.72,0,1,0.126,0,237.93,0.6,0,0,0
7/5/2007,11:30 AM,64,54,68,W,16,0,29.72,0,1,0.226,0.104,239.05,1,0,0,0
7/5/2007,12:00 PM,66,52,60,WSW,16,0,29.72,0,1,0.216,0.068,238.76,1.2,0,0,0
7/5/2007,12:30 PM,64,52,64,WSW,17,0,29.72,0,1,0.128,0,239.94,0.6,0,0,0
7/5/2007,1:00 PM,64,52,64,WSW,16,0,29.72,0,1,0.302,0.214,240.73,1.4,0,0,0
7/5/2007,1:30 PM,64,52,64,WSW,17,0,29.72,0,1,0.128,0,239.81,0.6,0,0,0
7/5/2007,2:00 PM,66,52,60,WSW,17,0,29.72,0,1,0.346,0.2,239.51,1.6,0,0,0
7/5/2007,2:30 PM,66,52,60,W,15,0,29.72,0,1,0.188,0,240.86,0.8,0,0,0
7/5/2007,3:00 PM,66,48,52,WSW,18,0,29.72,0,1,0.27,0.102,241.84,1.2,0,2,0
7/5/2007,3:30 PM,66,48,52,WSW,14,0,29.72,0,1,0.424,0.34,241.81,2.2,0,1,0
7/5/2007,4:00 PM,66,48,52,WSW,12,0,29.72,0,1,0.214,0.106,242.39,1,0,1,0
7/5/2007,4:30 PM,68,46,46,WSW,18,0,29.72,0,1,0.366,0.332,240.18,2,0,2,0
7/5/2007,5:00 PM,66,48,52,WSW,16,0,29.69,0,1,0.198,0.102,241.38,1,0,2,0
7/5/2007,5:30 PM,68,50,52,WSW,18,0,29.69,0,1,0.198,0.102,241.24,1,0,1,0
7/5/2007,6:00 PM,68,50,52,WSW,20,0,29.69,0,1,0.328,0.25,241.55,1.8,0,1,0
7/5/2007,6:30 PM,66,50,56,WSW,16,0,29.69,0,1,0.198,0.104,241.8,1,0,1,0
7/5/2007,7:00 PM,64,52,64,SW,18,0,29.69,0,1,1.804,0.174,240.17,7.4,0,0,17
7/5/2007,7:30 PM,61,54,77,SW,14,0,29.69,0,1,0.256,0,239.77,1,0,0,0
7/5/2007,8:00 PM,59,55,88,SW,12,0,29.69,0,1,4.256,0.428,236.86,18.6,55,0,0
7/5/2007,8:30 PM,59,54,82,SSW,9,0,29.69,0,1,0.822,0.158,238.81,3.4,1,0,0
7/5/2007,9:00 PM,59,54,82,SSW,12,0,29.69,0,1,2.662,0.306,236.93,12.2,22,0,0
7/5/2007,9:30 PM,57,55,94,SSW,10,0,29.66,0,1,1.426,0.26,240.59,6,0,0,0
7/5/2007,10:00 PM,57,55,94,SSW,12,0,29.66,0,1,1.164,0.08,241.47,4.8,0,0,0
7/5/2007,10:30 PM,57,55,94,SSW,15,0,29.63,0,1,2.962,0.226,240.15,12.2,1,0,17
7/5/2007,11:00 PM,59,55,88,SSW,14,0,29.63,0,1,2.3,0,240.51,9.8,1,0,7
7/5/2007,11:30 PM,59,55,88,SSW,12,0,29.63,0,1,0.626,0.236,244.09,2.6,1,1,0
7/6/2007,12:00 AM,59,55,88,SW,13,25,29.63,0,1,2.582,0.206,239,10.8,38,1,0
7/6/2007,12:30 AM,59,55,88,SSW,14,0,29.6,0,1,0.2,0.11,242.62,1,0,1,0
7/6/2007,1:00 AM,59,55,88,SSW,13,0,29.6,0,1,0.37,0.35,242.23,2,0,1,0
